,Unnamed: 0,name,latitude,longitude,address,state,loopcheck
534,534,Chipotle Mexican Grill,39.03368529559,-94.3579252785215,"['18880 E Valley View Pkwy', 'Independence, MO 64055']",MO,['Independence MO']
535,535,Culver's,39.00418,-94.273441,"['1301 SW State Rt 7', 'Blue Springs, MO 64015']",MO,['Independence MO']
537,537,Chick-fil-A,39.02618,-94.2506137,"['951 NE Coronado Dr', 'Blue Springs, MO 64014']",MO,['Independence MO']
539,539,Pancho's,39.0089757380076,-94.2749603837729,"['802 SW US Hwy 40', 'Blue Springs, MO 64015']",MO,['Independence MO']
540,540,Rancheros,39.11981,-94.37505999999999,"['17106 Hwy 24', 'Independence, MO 64056']",MO,['Independence MO']
541,541,Burger King,38.983123779296896,-94.35870361328121,"['850 NE Woods Chapel Rd', 'Lees Summit, MO 64064']",MO,['Independence MO']
542,542,Queen Taco,39.080005958676296,-94.4382499158382,"['11721 E 23rd St', 'Independence, MO 64050']",MO,['Independence MO']
543,543,Unk's Burgers,38.9177667266383,-94.4019877910614,"['240 NW Oldham Pkwy', ""Lee's Summit, MO 64081""]",MO,['Independence MO']
544,544,The Happy Greek,39.078338,-94.402028,"['1003 E 23rd St S', 'Independence, MO 64055']",MO,['Independence MO']
545,545,Dairy Queen Grill & Chill,39.042394065456,-94.3402600793866,"['4045 Little Blue Pkwy', 'Independence, MO 64057']",MO,['Independence MO']
548,548,Lion’s Choice,39.041821,-94.340245,"['4049 Little Blue Pkwy', 'Independence, MO 64057']",MO,['Independence MO']
549,549,Jimmy John's,39.055372999999996,-94.414208,"['3601 S Noland Rd', 'Independence, MO 64055']",MO,['Independence MO']
550,550,Culver's,38.942222595214794,-94.3774795532227,"['1701 NE Douglas St', ""Lee's Summit, MO 64086""]",MO,['Independence MO']
551,551,Raising Cane's Chicken Fingers,39.024569104223,-94.24982309302419,"['1000 NE Coronado Dr', 'Blue Springs, MO 64014']",MO,['Independence MO']
552,552,Arbys,39.02642,-94.2458,"['1225 NE Coronado St', 'Blue Springs, MO 64014']",MO,['Independence MO']
553,553,Chick-fil-A,38.9272762,-94.40124709999999,"['690 NW Blue Pkwy', 'Lees Summit, MO 64086']",MO,['Independence MO']
554,554,Wendy's,39.06125,-94.47286,"['9022 East 40 Highway', 'Independence, MO 64055']",MO,['Independence MO']
555,555,Chick-fil-A,39.2451674,-94.4518228,"['110 N Conistor Ln', 'Liberty, MO 64068']",MO,['Independence MO']
560,560,Taco Bell,39.1028,-94.4497,"['10750 E US Highway 24', 'Sugar Creek, MO 64054']",MO,['Independence MO']
561,561,KFC,39.043636600000006,-94.41569561124491,"['4210 S Noland Rd', 'Independence, MO 64055']",MO,['Independence MO']
563,563,Popeyes Louisiana Kitchen,39.0294929,-94.3517088,"['19510 US Highway 40', 'Independence, MO 64055']",MO,['Independence MO']
565,565,Taco Bell,39.044667804511,-94.3608554536652,"['3927 Bolger Road', 'Independence, MO 64055']",MO,['Independence MO']
567,567,Wendy's,39.101546,-94.42702299999999,"['925 West Hwy 24', 'Independence, MO 64050']",MO,['Independence MO']
570,570,Chipotle Mexican Grill,39.046579,-94.44695229999999,"['4151 Sterling Ave', 'Ste B', 'Kansas City, MO 64133']",MO,['Independence MO']
571,571,Panera Bread,39.0333719761598,-94.35969914498399,"['18800 E US Highway 40', 'Independence, MO 64055']",MO,['Independence MO']
572,572,Jersey Mike's Subs,39.026073,-94.246802,"['1209 NE Coronado Dr', 'Blue Springs, MO 64014']",MO,['Independence MO']
573,573,Burger King,39.08041,-94.440601,"['11500 E 23rd Street', 'Independence, MO 64052']",MO,['Independence MO']
574,574,Arby's,39.3682299,-94.37521,"['520 Shanks Ave', 'Kearney, MO 64060']",MO,['Independence MO']
575,575,McDonald's,39.0321380246622,-94.3565301504145,"['18910 E US Hwy 40', 'Independence, MO 64055']",MO,['Independence MO']
576,576,Taco Bell,38.996567,-94.47715,"['9021 E. Highway 350', 'Raytown, MO 64133']",MO,['Independence MO']
577,577,Five Guys,39.245858,-94.45166800000001,"['118 N Conistor', 'Liberty, MO 64068']",MO,['Independence MO']
579,579,Hardee's,39.120779999999996,-94.36888990000001,"['17701 E US Hwy 24', 'Independence, MO 64056']",MO,['Independence MO']
580,580,Noodles & Company,39.0458151160401,-94.3576991558075,"['2140 Independence Center Dr', 'Independence, MO 64057']",MO,['Independence MO']
581,581,Burger King,39.150926,-94.485674,"['Ameristar Casino', 'Kansas City, MO 64161']",MO,['Independence MO']
582,582,Chipotle Mexican Grill,38.9943983313783,-94.4745497916927,"['9205 E State Rte 350', 'Raytown, MO 64133']",MO,['Independence MO']
583,583,Burger King,39.044457,-94.414829,"['14001 East 42nd Street', 'Independence, MO 64055']",MO,['Independence MO']
584,584,Jack in the Box,39.0273833715972,-94.2712783813477,"['808 N 7 Hwy', 'Blue Springs, MO 64014']",MO,['Independence MO']
588,588,McDonald's,39.031371386118295,-94.50359791517259,"['6996 Eastwood Trfy', 'Kansas City, MO 64129']",MO,['Independence MO']
590,590,Popeyes Louisiana Kitchen,39.0174940747327,-94.1302111607132,"['100 N Broadway', 'Oak Grove, MO 64075']",MO,['Independence MO']
593,593,Wendy's,39.008882,-94.466656,"['9708 E 63Rd St.', 'Raytown, MO 64133']",MO,['Independence MO']
594,594,Wendy's,39.021084,-94.271738,"['310 Nw State Route 7', 'Blue Springs, MO 64014']",MO,['Independence MO']
595,595,Taco John's,39.0036673331727,-93.953724950552,"['309 N 2nd St', 'Odessa, MO 64076']",MO,['Independence MO']
596,596,Church's Chicken,39.0429229736328,-94.4349594116211,"['12003 E US Hwy 40', 'Independence, MO 64055']",MO,['Independence MO']
597,597,Taco Bell,39.118618,-94.37939300000001,"['16903 East 24 Hwy', 'Independence, MO 64056']",MO,['Independence MO']
598,598,Panda Express,39.244369571514504,-94.46653096553801,"['9241 NE Hwy 152', 'Kansas City, MO 64158']",MO,['Independence MO']
601,601,El Pico Mexican Restaurant,39.093059999999994,-94.41604,"['106 W Maple Ave', 'Independence, MO 64050']",MO,['Independence MO']
602,602,Longboards Wraps & Bowls,38.909421,-94.36337859999999,"['506M SE 291st Hwy', ""Lee's Summit, MO 64063""]",MO,['Independence MO']
603,603,Chick-fil-A,38.9516524,-94.72303213,"['9707 Quivira Rd', 'Overland Park, KS 66215']",KS,['Independence MO']
604,604,Taco John's,39.027058319744,-94.3048971891403,"['811 NW Woods Chapel Rd', 'Blue Springs, MO 64015']",MO,['Independence MO']
605,605,Johnny Ray's Drive In,38.909279999999995,-94.38956999999999,"['800 SW Blue Pkwy', 'Lees Summit, MO 64063']",MO,['Independence MO']
606,606,Taco Bell,39.080395,-94.449043,"['11020 E 23rd St S', 'Independence, MO 64052']",MO,['Independence MO']
607,607,Wendy's,39.042623,-94.414924,"['4301 S. Noland Rd.', 'Independence, MO 64055']",MO,['Independence MO']
608,608,Burger King,39.0474940887865,-94.3505537509918,"['19501 E 39th St S', 'Independence, MO 64057']",MO,['Independence MO']
610,610,Taco Bell,39.187677,-94.54608499999999,"['2825 NE Vivion Road', 'Kansas City, MO 64119']",MO,['Independence MO']
615,615,Pie Five Pizza,39.033190000000005,-94.35648,"['18921 E Valley View Pkwy', 'Independence, MO 64055']",MO,['Independence MO']
616,616,Captain D's,39.0767280615011,-94.413448870182,"['1321 S Noland Rd', 'Independence, MO 64055']",MO,['Independence MO']
617,617,Taco Bell,39.050693,-94.47538,"['4017 Blue Ridge Cut-Off', 'Kansas City, MO 64133']",MO,['Independence MO']
619,619,McDonald's,39.10247929999999,-94.43649599999999,"['11700 E Hwy 24', 'Independence, MO 64054']",MO,['Independence MO']
620,620,MOD Pizza,39.0253917,-94.24823459999999,"['1112 NE Coronado Dr', 'Blue Springs, MO 64014']",MO,['Independence MO']
621,621,Culver's,39.243949890136705,-94.4502182006836,"['1905 W Kansas St', 'Liberty, MO 64068']",MO,['Independence MO']
622,622,Taco Bell,39.242142,-94.440606,"['315 S 291 Hwy', 'Liberty, MO 64068']",MO,['Independence MO']
623,623,Dairy Queen Orange Julius,39.0358675296868,-94.4106272,"['14420 E Hwy 40', 'Kansas City, MO 64136']",MO,['Independence MO']
625,625,Long John Silver's,39.048671,-94.44688599999999,"['11211 E 40th Hwy', 'Independence, MO 64055']",MO,['Independence MO']
626,626,Taco Bell,39.33718,-94.25159000000001,"['1744 West Jesse James Road', 'Excelsior Springs, MO 64024']",MO,['Independence MO']
627,627,Sandy's Restaurant,39.008927,-94.281626,"['1428 SW US Hwy 40', 'Blue Springs, MO 64014']",MO,['Independence MO']
628,628,Church's Chicken,38.955232656856,-94.5061369791679,"['9325 Blue Ridge Blvd', 'Kansas City, MO 64138']",MO,['Independence MO']
629,629,Wendy's,39.014962,-94.13131899999999,"['301 S.W. First Street', 'Oak Grove, MO 64075']",MO,['Independence MO']
630,630,Popeyes Louisiana Kitchen,38.98519,-94.46406,"['7601 Raytown Rd', 'Raytown, MO 64138']",MO,['Independence MO']
632,632,Burger King,38.936479999999996,-94.37783,"['1399 NE Douglas Street', ""Lee'S Summit, MO 64086""]",MO,['Independence MO']
633,633,Sonic Drive-In,39.0522215302829,-94.451798,"['10802 Hwy 40 E', 'Independence, MO 64055']",MO,['Independence MO']
634,634,Arby's,38.99638,-94.47555,"['9066 E State Rte 350', 'Raytown, MO 64133']",MO,['Independence MO']
635,635,Burger King,39.02582,-94.24924,"['1001 NE Coronado Dr', 'Blue Springs, MO 64014']",MO,['Independence MO']
637,637,Jimmy John's,38.980631200000005,-94.36169170000001,"['3680 NE Akin Dr', 'Ste 142', ""Lee's Summit, MO 64064""]",MO,['Independence MO']
638,638,Popeyes Louisiana Kitchen,39.024745,-94.27241,"['727 NW 7 Hwy', 'Blue Springs, MO 64014']",MO,['Independence MO']
639,639,Jack in the Box,38.929418954608394,-94.36087489128109,"['951 NE Sam Walton Ln', 'Lees Summit, MO 64086']",MO,['Independence MO']
640,640,Wendy's,39.244052,-94.446837,"['3 Victory Drive', 'Liberty, MO 64068']",MO,['Independence MO']
641,641,Arby's,38.9311999,-94.3589,"['1027 NE Rice Rd', 'Lees Summit, MO 64086']",MO,['Independence MO']
643,643,Panda Express,39.02734,-94.25534,"['535 NE Coronado Dr', 'Blue Springs, MO 64014']",MO,['Independence MO']
647,647,Taco Bell,39.104853000000006,-94.51302700000001,"['5925 Independence Ave', 'Kansas City, MO 64125']",MO,['Independence MO']
648,648,The Garage Burgers & Bar,39.3384838147181,-94.25236713141199,"['1800-1886 Kearney Rd', 'Excelsior Springs, MO 64024']",MO,['Independence MO']
649,649,Wendy's,39.093607,-94.53734200000001,"['3803 East Truman Road', 'Kansas City, MO 64127']",MO,['Independence MO']
650,650,Arbys,39.07371139526371,-94.3782272338867,"['2531 S State Route 291', 'Independence, MO 64057']",MO,['Independence MO']
655,655,Subway,39.1384582313401,-94.1984561047454,"['2 E Monroe St', 'Buckner, MO 64016']",MO,['Independence MO']
656,656,Wendy's,38.952626412064205,-94.52771551779101,"['5363 E. Bannister Road', 'Kansas City, MO 64137']",MO,['Independence MO']
657,657,Wendy's,38.92539,-94.40007,"['903 W. Chipman Rd.', 'Lees Summit, MO 64063']",MO,['Independence MO']
659,659,McDonald's,39.072478525872704,-94.38005890000001,"['16802 E Gudgell Rd', 'Independence, MO 64055']",MO,['Independence MO']
660,660,Lights Snack Shack,38.821075,-94.53472099999999,"['422 N Scott Ave', 'Belton, MO 64012']",MO,['Independence MO']
661,661,Firehouse Subs,39.2466568926191,-94.44613158670799,"['228 N 291st Hwy', 'Liberty, MO 64068']",MO,['Independence MO']
662,662,Freddy's Frozen Custard & Steakburgers,38.8135153,-94.506446,"['1822 E North Ave', 'Belton, MO 64012']",MO,['Independence MO']
663,663,Schlotzsky's,38.93098,-94.37765999999999,"['190 NE Tudor Rd', ""Lee's Summit, MO 64086""]",MO,['Independence MO']
664,664,McDonald's,38.997197261318604,-94.4789064171846,"['8909 E 350th Hwy', 'Raytown, MO 64133']",MO,['Independence MO']
665,665,Slim Chickens,39.2438644540356,-94.45382114499809,"['126 S Steward Rd', 'Liberty, MO 64068']",MO,['Independence MO']
666,666,Burger King,38.98823,-94.46522,"['9945 East 350 Hwy', 'Raytown, MO 64133']",MO,['Independence MO']
667,667,McDonald's,39.0140885732006,-94.128195270896,"['201 S Broadway', 'Oak Grove, MO 64075']",MO,['Independence MO']
669,669,Subway,39.0330411353739,-94.3564716727758,"['18921 E Valley Pkwy', 'Lot 4A, Ste A', 'Independence, MO 64055']",MO,['Independence MO']
678,678,Frankie Farelanes,38.91284,-94.37612,"['100 SE 3rd St', ""Lee's Summit, MO 64063""]",MO,"[""Lee's Summit MO""]"
680,680,Panda Express,38.92662,-94.40635,"['1684 NW Chipman Rd', 'Lees Summit, MO 64081']",MO,"[""Lee's Summit MO""]"
681,681,Freddy's Frozen Custard & Steakburgers,38.916995899999996,-94.400853,"['194 NW Oldham Pkwy', ""Lee's Summit, MO 64081""]",MO,"[""Lee's Summit MO""]"
683,683,Pinsa Pizzeria & Kitchen,38.9264852107128,-94.407912120223,"['1694 NW Chipman Rd', 'Lees Summit, MO 64081']",MO,"[""Lee's Summit MO""]"
686,686,Chipotle Mexican Grill,38.921310999999996,-94.35974360491079,"['900 NE Columbus St', 'Unit A', 'Lees Summit, MO 64086']",MO,"[""Lee's Summit MO""]"
688,688,Costa Vida,38.9157843477873,-94.3607356736107,"['115 SE Rte 291', ""Lee's Summit, MO 64063""]",MO,"[""Lee's Summit MO""]"
689,689,Noodles & Company,38.9263726095481,-94.4003341520488,"['659 NW Blue Pkwy', ""Lee's Summit, MO 64086""]",MO,"[""Lee's Summit MO""]"
691,691,Taco Via,38.934259999999995,-94.35865,"['1221 NE Rice Rd', 'Lees Summit, MO 64086']",MO,"[""Lee's Summit MO""]"
692,692,Jimmy John's,38.91102,-94.36323,"['426 SE SR-291', ""Lee's Summit, MO 64063""]",MO,"[""Lee's Summit MO""]"
695,695,McDonald's,38.9179872068803,-94.360888,"['900 NE Langsford Rd', ""Lee's Summit, MO 64086""]",MO,"[""Lee's Summit MO""]"
696,696,Sonic Drive-In,38.914066999999996,-94.373017,"['300 SE Third', 'Lees Summit, MO 64063']",MO,"[""Lee's Summit MO""]"
697,697,Hardee's Restaurant,38.91171,-94.39650999999999,"['1100 SW 3rd St', 'Lees Summit, MO 64081']",MO,"[""Lee's Summit MO""]"
698,698,Panera Bread,38.9353954042508,-94.3776400387287,"['1305 NE Douglas St', ""Lee's Summit, MO 64086""]",MO,"[""Lee's Summit MO""]"
699,699,Chipotle Mexican Grill,38.9286360190202,-94.4090259684194,"['1716 NW Chipman Rd', 'Lees Summit, MO 64081']",MO,"[""Lee's Summit MO""]"
700,700,PepperJax Grill,38.928720946988896,-94.4090457145821,"['1720 NW Chipman Rd', ""Lee's Summit, MO 64081""]",MO,"[""Lee's Summit MO""]"
701,701,Taco Bell,38.924271000000005,-94.400067,"['615 Libby Lane', 'Lees Summit, MO 64063']",MO,"[""Lee's Summit MO""]"
702,702,Taco Bell,38.92289,-94.35993,"['605 NE Highway 291', 'Lees Summit, MO 64086']",MO,"[""Lee's Summit MO""]"
703,703,McDonald's,38.9252159043481,-94.39909771084791,"['901 Chipman Rd', ""Lee's Summit, MO 64063""]",MO,"[""Lee's Summit MO""]"
704,704,Panera Bread,38.9266360421776,-94.4064381253595,"['1686 NW Chipman Rd', ""Lee's Summit, MO 64081""]",MO,"[""Lee's Summit MO""]"
707,707,Brick's Pub and Grub,38.9126,-94.37684,"['18 SE 3rd St', ""Lee's Summit, MO 64063""]",MO,"[""Lee's Summit MO""]"
709,709,McDonald's,38.9035159206339,-94.338881215117,"['1809 SE Blue Pkwy', ""Lee's Summit, MO 64063""]",MO,"[""Lee's Summit MO""]"
710,710,Waffle House,38.941471899999996,-94.3778936,"['1699 NE Douglas St', ""Lee's Summit, MO 64086""]",MO,"[""Lee's Summit MO""]"
711,711,Taco Bell,38.903377,-94.342563,"['1700 SE Blue Parkway', 'Lees Summit, MO 64063']",MO,"[""Lee's Summit MO""]"
712,712,KFC,38.9184131,-94.360911,"['300 Rice Rd', 'Lees Summit, MO 64086']",MO,"[""Lee's Summit MO""]"
713,713,Sonic Drive-In,38.85285,-94.37085,"['180 SE Mo-150 Hwy', ""Lee's Summit, MO 64082""]",MO,"[""Lee's Summit MO""]"
714,714,Subway,38.92677,-94.411,"['1808 A Nw Chipman Rd', ""Lee's Summit, MO 64063""]",MO,"[""Lee's Summit MO""]"
715,715,Jimmy John's,38.9267639,-94.40064509999999,"['695 NW Blue Pkwy', ""Lee's Summit, MO 64086""]",MO,"[""Lee's Summit MO""]"
716,716,McDonald's,38.912701566319605,-94.4479076471339,"['3275 SW 3rd St', ""Lee's Summit, MO 64081""]",MO,"[""Lee's Summit MO""]"
717,717,Long John Silver's,38.92473,-94.35938,"['707 NE Rice Rd', 'Lees Summit, MO 64086']",MO,"[""Lee's Summit MO""]"
718,718,Sonic Drive-In,38.91618,-94.33778000000001,"['1901 E Langsford Rd', 'Lees Summit, MO 64063']",MO,"[""Lee's Summit MO""]"
719,719,Taco Bell,38.852689,-94.380984,"['3701 SW Hollywood Drive', 'Lees Summit, MO 64082']",MO,"[""Lee's Summit MO""]"
720,720,Sonic Drive-In,38.932916999999996,-94.378012,"['1135 NE Douglas', 'Lees Summit, MO 64086']",MO,"[""Lee's Summit MO""]"
721,721,Sonic Drive-In,38.981449100000006,-94.3610293,"['3740 NE Ralph Powell Rd', ""Lee's Summit, MO 64064""]",MO,"[""Lee's Summit MO""]"
722,722,KFC,38.988849869340704,-94.46485528257558,"['9924 Highway 350 E', 'Raytown, MO 64133']",MO,"[""Lee's Summit MO""]"
724,724,Arby's,38.85314,-94.37988,"['200 SW State Rte 150', 'Lees Summit, MO 64082']",MO,"[""Lee's Summit MO""]"
725,725,Burger King,38.924124,-94.359328,"['637 North Mo Hwy 291', ""Lee'S Summit, MO 64086""]",MO,"[""Lee's Summit MO""]"
726,726,Dairy Queen,38.910796000000005,-94.3753980472684,"['400 SE Douglas St', 'Lees Summit, MO 64063']",MO,"[""Lee's Summit MO""]"
727,727,McDonald's,38.852149693905,-94.37780767679209,"['125 SW M150 Hwy', 'Lees Summit, MO 64082']",MO,"[""Lee's Summit MO""]"
728,728,Subway,38.9837421,-94.4592494,"['10300 E 350 Hwy', 'Wal-Mart', 'Raytown, MO 64138']",MO,"[""Lee's Summit MO""]"
729,729,Subway,38.8543872092102,-94.3798900196434,"['3532 SW Market', 'Lees Summit, MO 64082']",MO,"[""Lee's Summit MO""]"
730,730,Chick-fil-A,39.814274700000006,-94.81442,"['5303 N Belt Hwy', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
731,731,Wendy's,39.753661,-94.80313100000001,"['1411 S. Belt Highway', 'St.Joseph, MO 64507']",MO,['St Joseph MO']
732,732,Dairy Barn,39.760020000000004,-94.94589,"['103 St Joseph St', 'Wathena, KS 66090']",KS,['St Joseph MO']
733,733,Gyro Paradise,39.778080915314604,-94.8017403976196,"['1209 N Belt Hwy', 'St. Joseph, MO 64506']",MO,['St Joseph MO']
734,734,Chipotle Mexican Grill,39.813654849280795,-94.813866381003,"['5107 N Belt Hwy', 'Ste 101', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
735,735,Freddy's Frozen Custard & Steakburgers,39.7680052353982,-94.8036585007041,"['228 N Belt Hwy', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
736,736,Taco John's,39.784973951031205,-94.8029270768166,"['2205 N Belt Hwy', 'St Joseph, MO 64506']",MO,['St Joseph MO']
737,737,Five Guys,39.7762377,-94.8028084,"['3700 Frederick Blvd', 'Ste A', 'St. Joseph, MO 64506']",MO,['St Joseph MO']
738,738,El Taco H,39.7765045166016,-94.8307113647461,"['2420 Frederick Ave', 'St. Joseph, MO 64506']",MO,['St Joseph MO']
739,739,Arby's,39.7817507,-94.803462,"['1604 N Belt Hwy', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
740,740,KFC,39.759665166982,-94.8030531296439,"['813 S Belt Hwy', 'Saint Joseph, MO 64507']",MO,['St Joseph MO']
741,741,Wendy's,39.7811745,-94.802681,"['1601 N. Belt', 'St.Joseph, MO 64506']",MO,['St Joseph MO']
742,742,KFC,39.815614700000005,-94.8158838190317,"['5332 N Belt Hwy', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
743,743,Long John Silver's,39.782067700000006,-94.80226400000001,"['1701 N Belt Hwy', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
744,744,Taco Bell,39.734291999999996,-94.8011,"['3402 S Belt Hwy', 'Saint Joseph, MO 64503']",MO,['St Joseph MO']
745,745,McDonald's,39.771320588286294,-94.8030155897141,"['601 N Belt Hwy', 'St. Joseph, MO 64506']",MO,['St Joseph MO']
746,746,Jimmy John's,39.75731,-94.80408,"['1040 S Belt Hwy', 'St. Joseph, MO 64507']",MO,['St Joseph MO']
747,747,Taco Bandido,39.77832,-94.85427,"['1601 Saint Joseph Ave', 'Saint Joseph, MO 64505']",MO,['St Joseph MO']
748,748,Taco Bell,39.768087,-94.80359,"['320 N. Belt Hwy.', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
749,749,Kris & Kate's Ice Cream Treats,39.787864694697795,-94.80645389325409,"['2330 N 36th St', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
750,750,Arby's,39.7223892211914,-94.7858352661133,"['4601 S Leonard Rd', 'Saint Joseph, MO 64507']",MO,['St Joseph MO']
751,751,Burger King,39.752712249755895,-94.8027191162109,"['1517 S Belt Hwy', 'Saint Joseph, MO 64507']",MO,['St Joseph MO']
752,752,Taco Bell,39.799141,-94.814812,"['3301 North Belt Hwy', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
753,753,Burger King,39.778526306152294,-94.8036956787109,"['1212 N Belt Hwy', 'Saint Joseph, MO 64506']",MO,['St Joseph MO']
754,754,McDonald's,39.713086,-94.872917,"['6018 Lake Ave', 'St. Joseph, MO 64504']",MO,['St Joseph MO']
755,755,Subway,39.798413000000004,-94.8147854,"['3114 N Belt Hwy', 'St Joseph, MO 64506']",MO,['St Joseph MO']
756,756,McDonald's,39.7539795,-94.76893100000001,"['1310 S Riverside Rd', 'Saint Joseph, MO 64507']",MO,['St Joseph MO']
757,757,Sonic Drive-In,39.7238939,-94.7914311,"['4303 Commonwealth Ct', 'Ste 2A', 'Saint Joseph, MO 64503']",MO,['St Joseph MO']
758,758,Burger King,39.784008026123,-94.85098266601558,"['715 E Highland Ave', 'Saint Joseph, MO 64505']",MO,['St Joseph MO']
759,759,McDonald's,39.801917700000004,-94.8160525,"['3504 N Belt Hwy', 'St. Joseph, MO 64506']",MO,['St Joseph MO']
760,760,McDonald's,39.725092,-94.7899,"['4219 S 169th Hwy', 'St. Joseph, MO 64503']",MO,['St Joseph MO']
761,761,McDonald's,39.7341509601669,-94.8005098803333,"['3417 S Belt Hwy', 'St. Joseph, MO 64503']",MO,['St Joseph MO']
762,762,Subway,39.72379,-94.78498,"['4514 Hwy 169 S', 'St Joseph, MO 64507']",MO,['St Joseph MO']
763,763,Subway,39.771549,-94.842526,"['1405 Frederick Ave', 'St Joseph, MO 64501']",MO,['St Joseph MO']
764,764,Subway,39.7370046645697,-94.80422187687029,"['3022 S Belt Hwy', 'St Joseph, MO 64503']",MO,['St Joseph MO']
765,765,Chicken Coop,38.7893028259277,-90.6308441162109,"['449 S Church St', 'Saint Peters, MO 63376']",MO,['St Charles MO']
766,766,Culver's,38.789253,-90.565246,"['2750 Muegge Rd', 'Saint Charles, MO 63303']",MO,['St Charles MO']
767,767,Smashburger,38.782024295278795,-90.5332115010579,"['1981 Zumbehl Rd', 'St Charles, MO 63303']",MO,['St Charles MO']
768,768,Lion's Choice,38.81927,-90.51257,"['3140 Elm Point Industrial Dr', 'St. Charles, MO 63301']",MO,['St Charles MO']
769,769,Raising Cane's Chicken Fingers,38.7839479,-90.50259859999998,"['1840 First Capitol Dr', 'St. Charles, MO 63301']",MO,['St Charles MO']
771,771,Wendy's,38.78972,-90.565196,"['2760 Muegge Road', 'St.Charles, MO 63303']",MO,['St Charles MO']
772,772,Popeyes Louisiana Kitchen,38.745444,-90.59185699999999,"['1640 Jungermann Rd', 'Saint Peters, MO 63304']",MO,['St Charles MO']
773,773,Potbelly Sandwich Shop,38.783558,-90.50244599999999,"['1950 1st Capitol Dr', 'St. Charles, MO 63301']",MO,['St Charles MO']
774,774,QDOBA Mexican Eats,38.77189,-90.49488000000001,"['1315 Bass Pro Dr', 'St. Charles, MO 63301']",MO,['St Charles MO']
775,775,Pretzel Stop,38.74488,-90.59222,"['1650 Jungermann Rd', 'Saint Peters, MO 63304']",MO,['St Charles MO']
776,776,Lion's Choice,38.791387,-90.56114699999999,"['3807 Veterans Memorial Pkwy', 'St. Peters, MO 63376']",MO,['St Charles MO']
777,777,Jack in the Box,38.781742,-90.53186,"['1992 Zumbehl Rd', 'Saint Charles, MO 63303']",MO,['St Charles MO']
778,778,Jimmy John's,38.785933776732,-90.4951753,"['100 N Kingshighway St', 'St. Charles, MO 63301']",MO,['St Charles MO']
779,779,Chick-fil-A,38.741652,-90.6336115,"['6180 Mid Rivers Mall Dr', 'Saint Peters, MO 63304']",MO,['St Charles MO']
780,780,Sonic Drive-In,38.762285999999996,-90.5317189,"['2001 Old Hwy 94 S', 'Saint Charles, MO 63303']",MO,['St Charles MO']
782,782,Taco Bell,38.780285,-90.531745,"['2003 Zumbehl Rd', 'Saint Charles, MO 63303']",MO,['St Charles MO']
783,783,Arby's,38.7839195921217,-90.5009257024951,"['1830 1st Capitol Dr', 'Saint Charles, MO 63301']",MO,['St Charles MO']
784,784,Chipotle Mexican Grill,38.7506973700152,-90.4278738,"['3533 Mckelvey Rd', 'Bridgeton, MO 63044']",MO,['St Charles MO']
785,785,Steak ’n Shake,38.7802315,-90.5087652,"['2221 First Capitol Dr', 'St. Charles, MO 63301']",MO,['St Charles MO']
786,786,Freddy's Frozen Custard and Steakburgers,38.79217,-90.564,"['3889 Veterans Memorial Pkwy', 'St. Peters, MO 63376']",MO,['St Charles MO']
787,787,Taco Bell,38.778439,-90.488099,"['620 S. Fifth Street', 'Saint Charles, MO 63301']",MO,['St Charles MO']
790,790,Raising Cane's Chicken Fingers,38.795575,-90.616226,"['1600 Mid Rivers Mall Dr', 'Saint Peters, MO 63376']",MO,['St Charles MO']
792,792,White Castle,38.761509999999994,-90.53111,"['2000 S Old Hwy 94', 'St. Charles, MO 63303']",MO,['St Charles MO']
793,793,Wendy's,38.744411107687505,-90.59250814947211,"['1676 Jungermann Rd', 'St.Peters, MO 63304']",MO,['St Charles MO']
794,794,Fuzzy's Taco Shop,38.78419,-90.510593,"['2412 West Clay St', 'St. Charles, MO 63301']",MO,['St Charles MO']
795,795,MOD Pizza,38.783636404712404,-90.50254529196421,"['1988 1st Capitol Dr', 'Saint Charles, MO 63301']",MO,['St Charles MO']
797,797,Hardee's / Red Burrito,38.807922,-90.47529,"['2701 Mo-94 N', 'Saint Charles, MO 63301']",MO,['St Charles MO']
798,798,Freddy's Frozen Custard & Steakburgers,38.754897,-90.586656,"['1365 Jungermann Rd', 'St. Peters, MO 63376']",MO,['St Charles MO']
800,800,White Castle,38.795821999999994,-90.576751,"[""4201 Veteran's Memorial Pkwy"", 'St. Peters, MO 63376']",MO,['St Charles MO']
802,802,Taco Bell,38.790997999999995,-90.572634,"['4120 Mexico Road', 'Saint Peters, MO 63376']",MO,['St Charles MO']
803,803,Burger King,38.777344,-90.509525,"['2320 1st Capitol Dr', 'St. Charles, MO 63301']",MO,['St Charles MO']
804,804,Jimmy John's,38.821400700000005,-90.51402420000001,"['3754 Elm St', 'St. Charles, MO 63303']",MO,['St Charles MO']
